,UID,payment_date,amount,YEAR,MONTH,DAY
28875,14834352,2019-08-23 08:36:29,50,2018,6,23
28876,14834352,2019-08-23 08:37:34,50,2018,6,23
28877,14834352,2019-09-23 00:06:27,50,2018,7,24
28878,14834352,2019-09-23 00:09:23,50,2018,7,24
28879,14834352,2019-10-22 10:45:55,50,2018,8,22
28880,14834352,2019-01-15 06:34:40,50,2017,11,15
28881,14834352,2019-01-05 04:05:23,150,2017,11,5
28882,14834352,2019-01-09 05:55:23,50,2017,11,9
28883,14834352,2019-01-09 05:56:35,50,2017,11,9
28884,14834352,2019-05-10 00:52:07,50,2018,3,10
28885,14834352,2019-05-10 00:53:18,50,2018,3,10
28886,14834352,2018-04-29 09:31:15,50,2017,2,27
28887,14834352,2019-05-10 00:52:07,50,2018,3,10
28888,14834352,2019-05-10 00:53:18,50,2018,3,10
28889,14834352,2019-02-10 10:46:08,50,2017,12,11
28890,14834352,2019-02-10 10:48:52,50,2017,12,11
28891,14834352,2019-02-15 00:29:56,50,2017,12,16
28892,14834352,2018-03-29 07:56:46,50,2017,1,27
28893,14834352,2018-03-29 07:58:16,50,2017,1,27
28894,14834352,2018-04-15 23:24:20,150,2017,2,13
28895,14834352,2018-04-18 22:31:54,150,2017,2,16
28896,14834352,2018-04-20 08:05:28,50,2017,2,18
28897,14834352,2018-04-29 09:29:54,50,2017,2,27
28899,32513456,2018-09-24 06:43:08,300,2017,7,25
28900,32513456,2018-10-05 11:06:51,500,2017,8,5
28901,32513456,2018-12-15 07:49:08,500,2017,10,15
28902,32513456,2018-06-09 06:13:23,300,2017,4,9
28905,32513456,2019-10-04 07:27:01,500,2018,8,4
28907,32513456,2019-02-08 09:28:07,750,2017,12,9
28908,32513456,2019-03-17 09:59:58,300,2018,1,15
28909,32513456,2019-06-14 10:09:16,500,2018,4,14
28910,32513456,2019-08-06 08:34:56,300,2018,6,6
28911,32513456,2018-07-15 00:19:47,300,2017,5,15
28914,29924384,2019-10-05 04:58:14,300,2018,8,5
28916,45386219,2019-11-03 04:24:44,50,2018,9,3
28922,18363216,2018-08-23 02:13:54,500,2017,6,23
28923,18363216,2018-08-31 07:09:28,150,2017,7,1
28924,18363216,2019-10-06 19:48:09,300,2018,8,6
28925,31865904,2019-10-19 17:29:14,150,2018,8,19
28945,45331398,2019-11-04 05:34:37,300,2018,9,4
28961,45335469,2018-09-15 23:36:29,500,2017,7,16
28962,45335469,2018-10-25 04:20:09,500,2017,8,25
28963,45335469,2018-06-26 10:08:36,500,2017,4,26
28964,45335469,2018-06-26 10:09:56,150,2017,4,26
28965,45335469,2018-07-01 04:48:14,150,2017,5,1
28969,45335469,2019-07-05 08:39:22,500,2018,5,5
28970,45335469,2019-08-15 22:47:33,500,2018,6,15
28971,45335469,2018-11-09 20:32:42,500,2017,9,9
28972,45335469,2018-11-09 20:32:47,500,2017,9,9
28973,45335469,2019-04-18 00:39:27,500,2018,2,16
28974,45335469,2018-07-01 04:49:46,500,2017,5,1
28975,45335469,2018-07-04 07:33:16,350,2017,5,4
28976,45335469,2019-05-01 07:34:21,500,2018,3,1
28977,45335469,2019-04-23 22:40:01,500,2018,2,21
28978,45335469,2019-03-20 04:49:26,500,2018,1,18
28979,45335469,2019-07-13 08:58:36,500,2018,5,13
28980,45336043,2018-07-29 01:30:47,500,2017,5,29
28981,45336043,2018-07-29 01:32:07,150,2017,5,29
28982,45336043,2018-07-29 01:33:18,50,2017,5,29
28983,45336043,2018-07-29 01:34:28,50,2017,5,29
28984,45336043,2018-08-12 08:24:36,150,2017,6,12
28985,45336043,2018-08-16 09:51:02,300,2017,6,16
28986,45336043,2019-10-22 13:17:53,50,2018,8,22
28987,45336043,2019-02-17 09:13:49,150,2017,12,18
28988,45336043,2019-06-17 20:35:04,300,2018,4,17
28990,45336043,2019-10-21 11:58:18,350,2018,8,21
28991,45336043,2019-10-21 11:59:43,350,2018,8,21
28992,45336043,2019-10-22 13:16:45,500,2018,8,22
28993,45336043,2019-04-11 06:26:21,500,2018,2,9
28995,45336043,2019-08-29 21:17:50,350,2018,6,29
28996,45336043,2019-08-29 21:19:34,350,2018,6,29
28997,45336043,2019-03-12 00:38:01,350,2018,1,10
28998,45336043,2019-03-12 00:39:18,350,2018,1,10
28999,45336043,2018-06-10 01:39:06,50,2017,4,10
29000,45336043,2018-06-11 23:13:52,150,2017,4,11
29001,45336043,2018-06-24 18:18:13,400,2017,4,24
29002,45336043,2019-02-25 22:39:36,150,2017,12,26
29003,45336043,2019-02-14 19:01:44,50,2017,12,15
29004,45336043,2019-04-09 08:49:21,400,2018,2,7
29005,45336043,2018-05-26 20:21:22,50,2017,3,26
29006,45336043,2018-06-07 20:16:06,500,2017,4,7
29007,45336043,2018-06-07 20:17:06,500,2017,4,7
29008,45336043,2018-06-07 20:19:17,500,2017,4,7
29009,45336043,2018-06-08 07:57:51,300,2017,4,8
29010,45336043,2018-06-10 01:37:56,150,2017,4,10
29011,45336043,2018-04-18 08:31:04,150,2017,2,16
29012,45336043,2018-04-20 07:59:34,150,2017,2,18
29016,45336043,2018-05-13 21:37:12,300,2017,3,13
29022,45336043,2018-04-03 22:30:35,500,2017,2,1
29024,45336043,2018-09-10 19:33:39,150,2017,7,11
29025,45336043,2018-10-07 08:54:51,50,2017,8,7
29026,45336043,2018-10-07 08:56:06,150,2017,8,7
29029,45336043,2018-08-19 05:07:46,150,2017,6,19
29030,45336043,2018-08-19 05:09:27,50,2017,6,19
29031,45336043,2018-08-19 05:10:37,50,2017,6,19
29032,45336043,2018-08-23 08:43:48,50,2017,6,23
29033,45336043,2018-08-23 08:45:13,150,2017,6,23
29036,45338178,2018-09-12 02:56:06,350,2017,7,13
29041,45338178,2019-09-13 20:04:45,750,2018,7,14
29042,45338178,2019-08-31 21:51:56,350,2018,7,1
29064,45393645,2019-11-19 21:59:00,600,2018,9,19
29091,45393645,2019-09-29 23:05:55,600,2018,7,30
29189,45393948,2019-10-06 02:55:04,300,2018,8,6
29190,45397605,2019-05-05 03:57:40,300,2018,3,5
29191,45397605,2019-05-05 03:57:40,300,2018,3,5
29192,45397605,2019-02-09 01:30:49,500,2017,12,10
29193,45397605,2019-01-20 01:35:36,150,2017,11,20
29195,45397605,2019-07-20 04:54:10,500,2018,5,20
29197,45397605,2019-09-10 04:26:18,500,2018,7,11
29198,45401865,2018-03-21 02:37:31,500,2017,1,19
29201,45401865,2018-04-04 06:48:11,150,2017,2,2
29202,45401865,2018-04-05 05:24:36,500,2017,2,3
29203,45401865,2018-04-08 06:18:29,300,2017,2,6
29205,45401865,2018-06-17 01:26:34,300,2017,4,17
29208,45401865,2018-07-07 00:18:25,50,2017,5,7
29211,45401865,2018-05-30 04:06:04,500,2017,3,30
29212,45401865,2018-06-03 04:41:03,500,2017,4,3
29213,45401865,2018-06-06 03:03:53,500,2017,4,6
29214,45401865,2018-06-06 03:29:09,300,2017,4,6
29215,45401865,2018-06-09 07:38:57,500,2017,4,9
29216,45401865,2018-06-15 08:26:17,150,2017,4,15
29217,45401865,2018-04-09 07:05:25,150,2017,2,7
29218,45401865,2018-04-12 00:53:50,300,2017,2,10
29219,45401865,2018-05-02 03:06:17,500,2017,3,2
29220,45401865,2018-05-14 07:36:21,500,2017,3,14
29221,45401865,2018-05-20 03:47:27,500,2017,3,20
29222,45401865,2018-05-25 05:21:57,300,2017,3,25
29223,45338178,2019-10-19 23:34:15,500,2018,8,19
29226,45338178,2019-03-22 22:35:20,500,2018,1,20
29227,45338178,2019-06-21 05:22:57,500,2018,4,21
29228,45338178,2018-11-02 03:38:54,500,2017,9,2
29233,45338178,2018-04-18 22:36:15,150,2017,2,16
29234,45338178,2019-02-16 04:52:51,500,2017,12,17
29242,45367975,2019-08-30 22:56:39,500,2018,6,30
29244,45367975,2019-09-07 05:45:50,500,2018,7,8
29246,45367975,2019-08-30 21:18:41,500,2018,6,30
29247,45367975,2019-08-30 21:26:43,500,2018,6,30
29252,45367975,2019-11-06 03:35:43,25,2018,9,6
29253,45367975,2019-04-13 04:17:35,150,2018,2,11
29260,45367975,2019-07-04 06:04:58,300,2018,5,4
29286,45367975,2019-03-19 08:11:46,500,2018,1,17
29287,45367975,2019-05-29 07:42:54,500,2018,3,29
29290,45367975,2019-05-29 08:37:11,500,2018,3,29
29291,45367975,2019-05-29 08:51:33,500,2018,3,29
29292,45367975,2019-05-29 08:57:42,300,2018,3,29
29295,45367975,2019-05-10 23:31:56,500,2018,3,10
29296,45367975,2019-05-22 06:29:03,300,2018,3,22
29299,45367975,2019-04-20 02:51:45,350,2018,2,18
29317,45367975,2019-05-10 23:31:56,500,2018,3,10
29335,45367975,2019-03-01 08:09:20,500,2017,12,30
29336,45367975,2019-03-01 08:16:07,500,2017,12,30
29337,45367975,2019-03-02 03:14:06,500,2017,12,31
29338,45367975,2019-03-04 03:00:14,150,2018,1,2
29345,45367975,2019-03-01 07:41:55,500,2017,12,30
29346,45367975,2019-03-01 08:03:30,500,2017,12,30
29348,45367975,2018-07-09 07:38:47,300,2017,5,9
29349,45367975,2018-07-16 07:50:36,300,2017,5,16
29360,45367975,2018-07-02 06:22:12,450,2017,5,2
29361,45367975,2018-07-02 06:38:36,500,2017,5,2
29366,45367975,2018-06-25 06:31:23,500,2017,4,25
29367,45367975,2018-07-01 02:31:46,50,2017,5,1
29368,45367975,2018-07-01 02:32:56,150,2017,5,1
29369,45367975,2018-07-02 02:28:19,50,2017,5,2
29371,45367975,2018-06-05 05:27:54,500,2017,4,5
29372,45367975,2018-06-06 05:43:32,50,2017,4,6
29375,45367975,2018-06-11 06:47:44,300,2017,4,11
29376,45367975,2018-06-18 06:28:34,500,2017,4,18
29383,45367975,2018-05-12 05:47:43,50,2017,3,12
29384,45367975,2018-05-12 06:10:33,500,2017,3,12
29385,45367975,2018-05-14 06:14:18,300,2017,3,14
29387,45367975,2018-05-28 07:08:43,300,2017,3,28
29391,45367975,2018-05-03 07:39:43,500,2017,3,3
29392,45367975,2018-05-04 23:22:07,500,2017,3,4
29393,45367975,2018-05-06 09:41:56,500,2017,3,6
29395,45367975,2018-05-02 05:32:47,500,2017,3,2
29401,45367975,2018-12-17 08:07:02,300,2017,10,17
29402,45367975,2018-04-11 08:55:25,500,2017,2,9
29403,45367975,2018-04-15 09:11:28,500,2017,2,13
29404,45367975,2018-04-22 00:45:03,500,2017,2,20
29405,45367975,2018-04-27 06:53:41,500,2017,2,25
29406,45367975,2018-04-30 07:10:43,500,2017,2,28
29419,45367975,2018-03-25 05:57:25,500,2017,1,23
29427,45367975,2018-10-14 01:48:04,300,2017,8,14
29428,45367975,2018-10-15 06:35:33,150,2017,8,15
29434,45367975,2018-09-21 06:48:30,150,2017,7,22
29436,45367975,2018-10-04 08:25:06,50,2017,8,4
29441,45367975,2018-08-14 10:01:17,500,2017,6,14
29455,45367975,2018-08-01 06:03:30,500,2017,6,1
29456,45367975,2018-08-03 06:10:22,300,2017,6,3
29457,45367975,2018-08-06 06:06:54,300,2017,6,6
29464,45367975,2018-03-12 05:48:54,500,2017,1,10
29465,45367975,2018-07-24 07:31:31,300,2017,5,24
29556,12236832,2018-03-21 04:14:24,500,2017,1,19
29562,12236832,2019-03-04 03:44:46,500,2018,1,2
29563,12236832,2019-02-15 01:42:22,500,2017,12,16
29571,12236832,2018-06-28 04:26:24,500,2017,4,28
29572,12236832,2018-12-25 05:31:13,500,2017,10,25
29574,35951152,2018-08-09 04:11:48,50,2017,6,9
29575,35951152,2018-08-20 03:57:50,50,2017,6,20
29576,35951152,2018-08-25 05:23:33,150,2017,6,25
29577,35951152,2018-08-30 04:19:17,300,2017,6,30
29578,35951152,2018-09-03 04:39:31,300,2017,7,4
29579,35951152,2018-10-03 20:05:55,500,2017,8,3
29580,35951152,2019-04-29 03:37:02,150,2018,2,27
29581,35951152,2019-10-08 03:49:45,300,2018,8,8
29582,35951152,2019-10-14 04:49:50,150,2018,8,14
29583,35951152,2019-10-14 18:54:21,150,2018,8,14
29584,35951152,2019-10-19 16:13:46,500,2018,8,19
29585,35951152,2019-10-21 19:19:13,150,2018,8,21
29586,35951152,2019-10-02 18:04:11,150,2018,8,2
29587,35951152,2018-10-31 03:54:50,150,2017,8,31
29588,35951152,2018-11-03 03:55:34,150,2017,9,3
29589,35951152,2018-07-14 04:12:00,300,2017,5,14
29590,35951152,2019-10-17 18:14:39,150,2018,8,17
29591,35951152,2019-10-18 03:53:34,150,2018,8,18
29592,35951152,2019-05-25 18:02:42,150,2018,3,25
29593,35951152,2019-08-19 17:59:08,150,2018,6,19
29594,35951152,2019-08-22 16:36:49,150,2018,6,22
29595,35951152,2019-08-01 03:54:46,150,2018,6,1
29596,35951152,2019-01-08 03:44:08,150,2017,11,8
29597,35951152,2018-12-16 21:58:58,150,2017,10,16
29598,35951152,2019-04-21 04:25:24,150,2018,2,19
29599,35951152,2019-01-11 06:19:23,150,2017,11,11
29600,35951152,2019-01-22 03:52:15,150,2017,11,22
29601,35951152,2019-01-24 05:01:53,150,2017,11,24
29602,35951152,2019-04-06 18:40:06,150,2018,2,4
29603,35951152,2019-04-10 23:37:06,300,2018,2,8
29604,35951152,2018-10-27 07:02:16,150,2017,8,27
29605,35951152,2018-12-10 18:44:32,150,2017,10,10
29606,35951152,2018-06-24 05:12:58,150,2017,4,24
29607,35951152,2018-06-29 04:30:29,50,2017,4,29
29608,35951152,2018-07-01 05:11:45,50,2017,5,1
29609,35951152,2018-07-08 04:05:46,50,2017,5,8
29610,35951152,2018-10-08 04:15:28,150,2017,8,8
29611,35951152,2018-10-13 04:42:42,150,2017,8,13
29612,35951152,2018-10-17 04:53:38,150,2017,8,17
29613,35951152,2018-10-20 04:16:21,150,2017,8,20
29614,35951152,2018-10-21 04:00:03,150,2017,8,21
29615,35951152,2018-10-24 04:19:52,300,2017,8,24
29626,45272601,2018-03-04 05:08:37,400,2017,1,2
29627,45272601,2018-03-04 05:09:58,400,2017,1,2
29634,45272601,2018-05-08 03:31:01,500,2017,3,8
29651,45274699,2018-03-21 06:20:04,500,2017,1,19
29653,45274699,2018-04-01 05:17:14,500,2017,1,30
29654,45274699,2018-06-22 05:52:22,150,2017,4,22
29655,45274699,2018-07-13 05:59:06,150,2017,5,13
29658,45279386,2018-08-23 00:57:35,300,2017,6,23
29659,45279386,2018-10-18 18:28:12,500,2017,8,18
29663,45279386,2018-06-24 23:24:15,150,2017,4,24
29669,45405560,2018-07-26 16:18:13,300,2017,5,26
29670,45405560,2018-07-29 18:38:18,300,2017,5,29
29671,45405560,2018-08-03 16:29:50,150,2017,6,3
29672,45405560,2018-08-06 23:01:15,500,2017,6,6
29673,45405560,2018-09-05 00:08:35,300,2017,7,6
29674,45405560,2018-09-07 22:16:50,500,2017,7,8
29675,45405560,2018-07-15 19:52:17,150,2017,5,15
29676,45405560,2018-07-18 22:21:33,150,2017,5,18
29677,45405560,2018-07-20 17:12:04,150,2017,5,20
29678,45405560,2019-06-09 19:40:21,150,2018,4,9
29679,45405560,2019-10-07 02:17:11,150,2018,8,7
29680,45405560,2018-07-12 17:35:17,500,2017,5,12
29681,45405560,2018-07-12 22:50:07,500,2017,5,12
29682,45405560,2019-08-18 23:05:16,150,2018,6,18
29683,45405560,2019-01-08 23:03:55,150,2017,11,8
29684,45405560,2019-07-06 16:59:02,150,2018,5,6
29685,45405560,2019-05-17 18:45:28,300,2018,3,17
29686,45405560,2018-06-28 18:38:50,500,2017,4,28
29688,45405560,2018-07-04 17:41:42,150,2017,5,4
29689,45405560,2018-07-09 23:51:43,150,2017,5,9
29690,45405560,2018-07-10 22:44:46,300,2017,5,10
29691,45405560,2018-07-11 17:30:45,500,2017,5,11
29692,45405560,2018-06-08 22:06:59,500,2017,4,8
29694,45405560,2018-06-13 18:59:42,500,2017,4,13
29695,45405560,2018-06-16 21:51:57,500,2017,4,16
29696,45405560,2018-06-20 18:56:45,500,2017,4,20
29697,45405560,2018-06-26 21:40:31,500,2017,4,26
29699,45405560,2018-05-26 19:04:57,500,2017,3,26
29700,45405560,2018-05-27 18:53:49,500,2017,3,27
29701,45405560,2018-05-28 18:15:07,500,2017,3,28
29702,45405560,2018-05-29 23:28:36,500,2017,3,29
29704,45405560,2018-05-13 20:57:13,500,2017,3,13
29705,45405560,2018-05-14 17:27:37,500,2017,3,14
29706,45405560,2018-05-17 18:19:06,500,2017,3,17
29707,45405560,2018-05-18 18:01:09,500,2017,3,18
29709,45405560,2018-05-21 17:35:25,500,2017,3,21
29710,45405560,2018-09-19 17:58:35,150,2017,7,20
29711,45405560,2018-10-20 22:50:54,300,2017,8,20
29712,45405560,2018-11-12 23:51:26,150,2017,9,12
29713,45405560,2018-11-18 01:58:22,150,2017,9,18
29714,45405560,2018-12-01 22:01:35,350,2017,10,1
29715,45405560,2018-12-15 23:53:17,150,2017,10,15
29716,45406662,2018-06-22 10:43:33,150,2017,4,22
29717,45406662,2018-06-29 02:27:32,150,2017,4,29
29718,45406662,2018-06-29 02:29:13,50,2017,4,29
29719,45406662,2018-07-01 02:39:35,50,2017,5,1
29720,45406662,2018-07-01 02:40:25,150,2017,5,1
29721,45406662,2018-07-05 01:09:54,50,2017,5,5
29722,45406662,2019-10-13 04:37:00,500,2018,8,13
29723,45406662,2019-10-21 06:55:01,150,2018,8,21
29724,45406662,2019-10-24 05:59:54,50,2018,8,24
29726,45406662,2019-11-11 06:06:40,500,2018,9,11
29727,45406662,2019-10-03 22:18:53,300,2018,8,3
29728,45406662,2019-09-20 07:43:29,150,2018,7,21
29729,45406662,2019-09-04 21:06:05,150,2018,7,5
29731,45406662,2019-10-12 06:49:35,90,2018,8,12
29732,45406662,2018-07-05 01:10:55,150,2017,5,5
29733,45406662,2018-07-05 01:11:37,50,2017,5,5
29735,45406662,2019-09-26 20:57:34,90,2018,7,27
29737,45406662,2019-11-07 23:01:01,350,2018,9,7
29738,45407735,2018-09-19 04:47:37,500,2017,7,20
29739,45407735,2018-09-20 07:44:50,500,2017,7,21
29740,45407735,2018-09-25 10:17:15,500,2017,7,26
29742,45413122,2018-10-02 23:46:36,500,2017,8,2
29743,45413122,2018-10-11 19:50:16,300,2017,8,11
29751,45413266,2018-10-03 04:41:55,500,2017,8,3
29773,18771728,2019-10-13 03:32:34,150,2018,8,13
29774,18771728,2019-10-13 07:50:27,300,2018,8,13
29778,19053040,2018-10-03 05:24:50,450,2017,8,3
29779,19053040,2018-10-10 04:53:03,350,2017,8,10
29780,19053040,2018-10-17 03:07:26,500,2017,8,17
29781,19053040,2018-11-12 06:03:23,400,2017,9,12
29782,19053040,2019-08-11 21:30:26,750,2018,6,11
29783,19053040,2019-08-17 04:02:50,150,2018,6,17
29784,19053040,2019-09-24 04:19:12,350,2018,7,25
29785,19053040,2019-11-28 04:13:09,150,2018,9,28
29786,19053040,2019-10-10 21:10:59,150,2018,8,10
29787,19053040,2019-10-16 04:11:59,150,2018,8,16
29788,19053040,2019-02-12 21:34:32,350,2017,12,13
29789,19053040,2019-02-12 22:10:23,90,2017,12,13
29790,19053040,2019-02-19 21:40:20,450,2017,12,20
29791,19053040,2019-07-21 04:10:23,450,2018,5,21
29794,19053040,2018-12-08 19:26:24,500,2017,10,8
29795,19053040,2018-04-11 18:55:48,300,2017,2,9
29796,19053040,2018-04-11 18:56:13,300,2017,2,9
29798,19053040,2019-04-30 02:16:26,300,2018,2,28
29799,19053040,2019-04-10 20:14:31,350,2018,2,8
29833,45484616,2019-04-18 21:12:56,60,2018,2,16
29842,9016944,2019-04-19 04:43:08,150,2018,2,17
29843,9016944,2019-11-09 18:43:35,150,2018,9,9
29844,9157392,2018-10-06 09:51:01,300,2017,8,6
29845,9157392,2018-04-19 18:20:35,500,2017,2,17
29846,9157392,2018-04-19 19:01:58,300,2017,2,17
29847,9157392,2018-05-02 17:01:46,500,2017,3,2
29850,9157392,2019-08-19 09:22:22,450,2018,6,19
29851,9157392,2019-09-19 08:48:37,500,2018,7,20
29852,9157392,2019-09-13 07:33:55,450,2018,7,14
29853,9157392,2019-10-23 08:58:23,450,2018,8,23
29854,9157392,2019-07-24 09:59:06,450,2018,5,24
29855,9157392,2019-08-14 08:09:41,450,2018,6,14
29856,9157392,2019-08-09 06:36:13,500,2018,6,9
29857,9157392,2019-11-17 08:17:40,500,2018,9,17
29859,9157392,2019-06-09 10:00:59,450,2018,4,9
29860,30049248,2018-04-02 03:07:16,150,2017,1,31
29863,30309424,2018-08-17 02:25:47,300,2017,6,17
29864,30309424,2018-09-19 04:55:49,500,2017,7,20
29865,30309424,2018-03-06 05:52:59,300,2017,1,4
29866,30309424,2018-03-20 00:44:45,500,2017,1,18
29867,30309424,2018-05-07 23:23:49,150,2017,3,7
29868,30309424,2018-06-14 02:59:23,300,2017,4,14
29869,30309424,2019-11-07 17:31:22,150,2018,9,7
29871,30309424,2019-10-04 07:04:00,300,2018,8,4
29872,30309424,2018-12-02 22:12:53,500,2017,10,2
29873,30309424,2019-04-10 00:46:00,500,2018,2,8
29874,30309424,2019-01-28 00:56:53,300,2017,11,28
29875,30309424,2019-02-20 01:14:00,500,2017,12,21
29876,30309424,2018-11-07 01:14:38,300,2017,9,7
29877,30309424,2018-07-16 00:42:55,300,2017,5,16
29897,30369264,2018-12-05 22:02:26,500,2017,10,5
29899,30369264,2018-06-23 03:17:59,500,2017,4,23
29903,42720608,2018-04-04 19:26:33,500,2017,2,2
29904,42720608,2018-07-04 20:20:43,300,2017,5,4
29942,43006288,2018-07-18 06:24:40,500,2017,5,18
29949,43006288,2018-11-06 03:13:07,25,2017,9,6
29965,43006288,2018-05-12 00:52:40,500,2017,3,12
29986,43006288,2018-10-27 04:40:45,25,2017,8,27
29988,43006288,2018-10-28 03:46:51,25,2017,8,28
29994,43006288,2018-10-22 05:27:29,200,2017,8,22
29996,43006288,2018-10-25 02:56:29,60,2017,8,25
30005,43006288,2018-08-15 03:52:45,90,2017,6,15
30007,43006288,2018-09-05 04:13:55,25,2017,7,6
30013,43006288,2018-08-14 20:11:03,25,2017,6,14
30015,43006288,2018-08-14 20:35:39,90,2017,6,14
30022,4796368,2018-07-30 13:50:18,300,2017,5,30
30023,4796368,2018-08-16 09:12:05,500,2017,6,16
30024,4796368,2018-08-17 16:10:36,150,2017,6,17
30025,4796368,2018-08-22 03:43:28,150,2017,6,22
30026,4796368,2018-09-10 20:52:18,450,2017,7,11
30027,4796368,2018-09-13 23:58:22,500,2017,7,14
30028,4796368,2019-10-24 09:41:51,150,2018,8,24
30029,4796368,2019-07-15 08:55:43,300,2018,5,15
30030,4796368,2019-07-21 10:28:01,150,2018,5,21
30031,4796368,2019-04-24 01:18:20,300,2018,2,22
30032,4796368,2019-08-31 23:05:16,350,2018,7,1
30033,4796368,2019-10-15 10:49:13,150,2018,8,15
30034,4796368,2019-10-21 02:22:21,150,2018,8,21
30035,4796368,2019-01-12 00:22:20,350,2017,11,12
30036,4796368,2019-05-26 07:55:36,300,2018,3,26
30037,4796368,2019-03-07 08:52:53,350,2018,1,5
30038,4796368,2019-06-14 04:10:21,150,2018,4,14
30039,4796368,2018-11-07 21:57:23,500,2017,9,7
30040,4796368,2019-09-24 08:58:01,350,2018,7,25
30041,4796368,2018-10-08 07:25:52,500,2017,8,8
30042,4796368,2018-10-30 03:05:58,300,2017,8,30
30043,4796368,2018-12-05 03:09:57,350,2017,10,5
30046,4796368,2019-02-03 20:24:24,150,2017,12,4
30056,31764048,2018-08-09 04:43:37,350,2017,6,9
30057,31764048,2018-08-09 04:44:20,350,2017,6,9
30058,31764048,2019-08-25 06:43:44,50,2018,6,25
30059,31764048,2019-08-25 06:45:16,150,2018,6,25
30060,31764048,2019-10-05 05:02:46,350,2018,8,5
30061,31764048,2019-09-14 15:51:16,300,2018,7,15
30066,45341931,2018-03-16 08:09:13,500,2017,1,14
30071,45343318,2019-11-23 08:08:07,500,2018,9,23
30075,45347294,2018-09-09 10:56:49,90,2017,7,10
30079,45347294,2018-09-14 07:28:06,500,2017,7,15
30081,45347294,2019-11-06 05:47:51,25,2018,9,6
30083,45347294,2019-11-08 06:15:40,25,2018,9,8
30089,45347294,2019-11-06 04:29:21,25,2018,9,6
30114,45347294,2018-06-08 18:41:24,150,2017,4,8
30129,45347294,2018-10-04 22:25:54,60,2017,8,4
30139,45347294,2018-09-30 02:01:57,500,2017,7,31
30144,45351889,2018-03-21 23:05:29,500,2017,1,19
30145,45351889,2018-12-01 01:03:01,500,2017,10,1
30148,45351889,2019-01-20 22:07:15,750,2017,11,20
30149,45351889,2019-07-02 06:13:25,750,2018,5,2
30150,45351889,2018-10-30 06:04:58,500,2017,8,30
30151,45351889,2018-10-31 20:19:48,400,2017,8,31
30152,45351889,2019-05-14 06:07:33,500,2018,3,14
30157,45351889,2018-12-23 22:28:50,500,2017,10,23
30158,45351889,2019-02-23 22:04:28,750,2017,12,24
30160,5137280,2018-11-11 02:25:29,500,2017,9,11
30161,5137280,2018-11-17 09:34:52,500,2017,9,17
30163,5137280,2018-04-14 21:48:59,500,2017,2,12
30164,5137280,2018-04-15 01:56:04,500,2017,2,13
30165,5137280,2018-06-10 04:20:25,500,2017,4,10
30166,5137280,2018-06-15 19:58:51,500,2017,4,15
30167,5137280,2018-03-17 19:24:11,500,2017,1,15
30168,5137280,2018-11-06 08:41:11,500,2017,9,6
30169,5137280,2018-11-07 08:15:39,500,2017,9,7
30170,5137280,2018-11-11 02:25:29,500,2017,9,11
30179,17791696,2019-05-15 05:12:03,500,2018,3,15
30200,17791696,2018-12-07 02:17:09,500,2017,10,7
30212,34760384,2018-09-20 06:12:43,500,2017,7,21
30213,34760384,2018-10-03 18:54:25,500,2017,8,3
30214,34760384,2018-10-06 07:53:43,500,2017,8,6
30215,34760384,2018-11-12 23:39:07,500,2017,9,12
30220,34760384,2019-05-01 04:14:54,500,2018,3,1
30221,34760384,2019-05-08 07:36:03,500,2018,3,8
30222,34760384,2019-05-08 07:36:03,500,2018,3,8
30223,34760384,2019-03-20 07:27:42,500,2018,1,18
30225,1454192,2018-08-28 10:07:21,500,2017,6,28
30226,1454192,2018-08-28 10:07:41,500,2017,6,28
30227,1454192,2018-08-28 10:08:52,500,2017,6,28
30228,1454192,2018-08-28 10:09:12,500,2017,6,28
30257,1454192,2018-12-25 06:01:28,500,2017,10,25
30260,1454192,2018-03-25 08:20:01,300,2017,1,23
30261,1454192,2018-03-25 08:21:11,300,2017,1,23
30263,1454192,2018-04-16 08:47:06,500,2017,2,14
30264,1454192,2018-05-01 05:57:06,500,2017,3,1
30265,1516800,2018-05-31 12:34:04,500,2017,3,31
30267,1516800,2019-08-11 03:54:10,150,2018,6,11
30268,1516800,2019-08-25 19:55:13,500,2018,6,25
30269,1516800,2019-08-26 23:17:58,500,2018,6,26
30270,1516800,2019-08-27 05:39:56,150,2018,6,27
30271,1516800,2019-10-07 16:49:24,150,2018,8,7
30273,1516800,2019-09-10 20:00:25,150,2018,7,11
30274,1563920,2018-12-04 16:38:07,500,2017,10,4
30275,1563920,2019-01-12 06:44:23,150,2017,11,12
30276,1563920,2018-12-22 18:07:46,300,2017,10,22
30277,1563920,2019-09-17 04:56:06,50,2018,7,18
30278,1563920,2019-09-09 05:05:35,300,2018,7,10
30279,1563920,2019-10-24 05:52:46,300,2018,8,24
30280,1563920,2019-10-24 06:10:51,150,2018,8,24
30281,1600368,2018-08-04 06:43:57,300,2017,6,4
30282,1600368,2018-10-11 03:57:30,400,2017,8,11
30283,1600368,2018-10-13 01:45:59,150,2017,8,13
30284,1600368,2018-11-12 01:16:35,500,2017,9,12
30285,1600368,2018-03-20 07:22:30,300,2017,1,18
30287,1600368,2019-07-11 06:55:48,500,2018,5,11
30288,1600368,2019-06-11 06:45:58,750,2018,4,11
30289,1600368,2019-09-21 05:43:13,450,2018,7,22
