,UID,payment_date,amount,YEAR,MONTH,DAY,item,num
22702,2825568,2019-02-04 06:43:18,500,2017,12,5,4,20.0
22703,2825568,2019-02-05 22:59:25,500,2017,12,6,5,20.0
22706,2825568,2019-05-08 05:44:41,500,2018,3,8,3,20.0
22707,34019824,2018-10-02 22:36:32,500,2017,8,2,4,20.0
22708,34019824,2018-10-04 22:02:11,300,2017,8,4,1,12.0
22709,34019824,2018-11-14 21:50:25,150,2017,9,14,2,6.0
22713,34019824,2019-05-11 02:57:28,150,2018,3,11,2,6.0
22714,34019824,2019-04-05 18:55:45,150,2018,2,3,2,6.0
22715,34019824,2019-05-11 02:57:28,150,2018,3,11,5,6.0
22716,34019824,2019-06-01 08:53:59,500,2018,4,1,3,20.0
22717,34019824,2019-08-01 23:21:31,300,2018,6,1,2,12.0
22718,34019824,2019-11-08 05:54:03,150,2018,9,8,6,6.0
22719,34276368,2018-03-05 09:16:15,400,2017,1,3,2,16.0
22720,34276368,2018-03-05 09:17:15,400,2017,1,3,4,16.0
22721,34276368,2018-03-05 09:19:26,400,2017,1,3,1,16.0
22722,34276368,2018-03-05 09:19:56,400,2017,1,3,2,16.0
22723,34276368,2018-03-05 09:20:47,400,2017,1,3,1,16.0
22771,34276368,2019-03-30 07:18:31,150,2018,1,28,6,6.0
22772,34276368,2019-03-30 07:21:07,50,2018,1,28,1,2.0
22773,34276368,2019-03-30 07:23:49,50,2018,1,28,2,2.0
22774,34276368,2019-03-30 07:25:21,150,2018,1,28,2,6.0
22775,34276368,2019-03-30 07:29:58,50,2018,1,28,1,2.0
22776,34276368,2019-03-30 07:31:52,150,2018,1,28,5,6.0
22777,34276368,2019-03-30 07:03:33,50,2018,1,28,1,2.0
22778,34276368,2019-03-30 07:06:12,50,2018,1,28,5,2.0
22779,34276368,2019-03-30 07:08:15,150,2018,1,28,1,6.0
22780,34276368,2019-03-30 07:10:22,50,2018,1,28,4,2.0
22781,34276368,2019-03-30 07:14:00,50,2018,1,28,3,2.0
22782,34276368,2019-03-30 07:16:17,50,2018,1,28,4,2.0
22783,34276368,2019-03-26 10:03:55,50,2018,1,24,3,2.0
22784,34276368,2019-03-26 10:05:27,150,2018,1,24,4,6.0
22785,34276368,2019-03-26 10:06:41,400,2018,1,24,2,16.0
22786,34276368,2019-03-26 10:09:07,450,2018,1,24,5,18.0
22787,34276368,2019-03-27 00:01:05,150,2018,1,25,5,6.0
22788,34276368,2019-03-27 06:09:32,50,2018,1,25,4,2.0
22792,34276368,2019-03-26 09:53:10,300,2018,1,24,2,12.0
22793,34276368,2019-03-26 09:54:15,400,2018,1,24,1,16.0
22794,34276368,2019-03-26 10:02:13,50,2018,1,24,5,2.0
22814,34276368,2018-03-15 08:49:27,400,2017,1,13,1,16.0
22818,34276368,2018-03-15 08:33:45,400,2017,1,13,1,16.0
22819,34276368,2018-03-15 08:35:56,400,2017,1,13,3,16.0
22820,34276368,2018-03-15 08:37:06,400,2017,1,13,5,16.0
22821,34276368,2018-03-15 08:38:47,400,2017,1,13,4,16.0
22822,34276368,2018-03-15 08:48:17,400,2017,1,13,2,16.0
22824,34276368,2019-01-02 09:21:12,500,2017,11,2,1,20.0
22829,34276368,2019-01-02 08:48:42,500,2017,11,2,4,20.0
22831,34276368,2019-01-02 08:52:40,500,2017,11,2,3,20.0
22832,45330798,2019-01-03 08:08:20,500,2017,11,3,3,20.0
22849,45330798,2018-07-15 02:53:59,500,2017,5,15,4,20.0
22856,45330798,2018-06-23 06:28:05,500,2017,4,23,4,20.0
22857,45330798,2018-06-25 05:29:33,500,2017,4,25,5,20.0
22863,45330798,2018-05-11 03:32:13,500,2017,3,11,6,20.0
22864,45330798,2018-11-24 23:24:10,500,2017,9,24,3,20.0
22868,45330798,2018-12-04 22:16:23,500,2017,10,4,5,20.0
22878,2885232,2018-07-25 04:13:41,90,2017,5,25,3,3.6
22880,2885232,2018-09-04 20:01:00,90,2017,7,5,4,3.6
22881,2885232,2018-03-04 02:33:27,500,2017,1,2,3,20.0
22883,2885232,2019-09-22 04:40:14,200,2018,7,23,1,8.0
22885,2885232,2019-06-09 06:09:51,60,2018,4,9,4,2.4
22886,2885232,2019-06-09 06:14:43,450,2018,4,9,4,18.0
22888,2885232,2019-11-05 05:45:03,25,2018,9,5,1,1.0
22889,2885232,2019-09-20 18:57:39,600,2018,7,21,6,24.0
22893,2885232,2019-08-10 21:19:39,60,2018,6,10,2,2.4
22894,2885232,2019-06-09 04:50:09,90,2018,4,9,6,3.6
22898,2885232,2019-06-05 17:01:27,600,2018,4,5,5,24.0
22901,2885232,2019-03-08 21:11:57,25,2018,1,6,1,1.0
22902,2885232,2019-07-09 04:36:43,25,2018,5,9,3,1.0
22917,2885232,2019-02-16 06:56:37,25,2017,12,17,3,1.0
22920,2885232,2019-01-11 06:13:11,60,2017,11,11,3,2.4
22923,2885232,2018-11-07 05:37:01,25,2017,9,7,2,1.0
22924,2885232,2018-12-07 05:54:41,25,2017,10,7,2,1.0
22937,3213872,2019-05-30 08:26:43,500,2018,3,30,3,20.0
22942,3213872,2019-03-06 08:39:16,500,2018,1,4,2,20.0
22949,3213872,2018-06-19 04:19:05,500,2017,4,19,2,20.0
22950,3213872,2018-06-24 08:12:03,500,2017,4,24,5,20.0
22953,3213872,2018-04-20 09:29:35,500,2017,2,18,2,20.0
22956,3213872,2018-05-11 03:27:01,500,2017,3,11,2,20.0
22958,3213872,2018-03-30 05:43:23,300,2017,1,28,6,12.0
22963,3213872,2018-04-06 02:57:23,400,2017,2,4,6,16.0
22969,3213872,2018-03-26 11:00:22,500,2017,1,24,4,20.0
22971,34276368,2019-01-02 09:16:38,500,2017,11,2,2,20.0
22988,34276368,2018-12-08 08:34:22,500,2017,10,8,6,20.0
22989,34276368,2018-12-08 08:37:23,500,2017,10,8,1,20.0
23014,34276368,2018-10-09 06:18:35,500,2017,8,9,3,20.0
23016,34276368,2018-10-09 06:25:29,500,2017,8,9,5,20.0
23035,34511984,2019-03-03 04:31:34,150,2018,1,1,1,6.0
23036,34511984,2019-02-05 04:01:37,150,2017,12,6,6,6.0
23037,34511984,2019-02-11 06:12:17,150,2017,12,12,3,6.0
23038,34511984,2019-02-16 01:32:49,50,2017,12,17,3,2.0
23039,34511984,2019-02-16 01:35:03,150,2017,12,17,2,6.0
23040,34511984,2019-02-16 06:03:54,500,2017,12,17,6,20.0
23041,34511984,2019-09-11 23:49:54,150,2018,7,12,2,6.0
23042,34511984,2019-07-21 02:01:03,50,2018,5,21,4,2.0
23043,34511984,2019-10-21 07:47:28,50,2018,8,21,1,2.0
23044,34511984,2019-10-30 00:38:47,150,2018,8,30,1,6.0
23045,34511984,2019-04-14 03:18:15,50,2018,2,12,6,2.0
23046,34511984,2019-04-16 01:49:35,150,2018,2,14,6,6.0
23047,34511984,2019-04-16 23:49:43,300,2018,2,14,6,12.0
23048,34511984,2019-04-18 05:31:05,500,2018,2,16,1,20.0
23049,34511984,2019-09-01 22:04:19,150,2018,7,2,2,6.0
23050,34511984,2019-09-09 23:04:25,150,2018,7,10,6,6.0
23051,34511984,2019-09-26 00:40:33,50,2018,7,27,4,2.0
23052,34511984,2019-11-01 01:33:58,150,2018,9,1,6,6.0
23053,34511984,2019-11-04 06:34:38,150,2018,9,4,2,6.0
23054,34511984,2019-08-08 04:12:36,50,2018,6,8,1,2.0
23055,34511984,2019-04-14 03:15:38,50,2018,2,12,1,2.0
23056,34511984,2019-04-14 03:16:52,50,2018,2,12,1,2.0
23057,34511984,2019-07-03 04:56:51,50,2018,5,3,4,2.0
23058,34511984,2019-08-15 23:19:24,150,2018,6,15,6,6.0
23059,34511984,2019-09-27 05:17:09,50,2018,7,28,1,2.0
23060,34511984,2019-09-29 21:52:45,150,2018,7,30,3,6.0
23061,34511984,2019-07-10 02:13:07,150,2018,5,10,6,6.0
23062,34511984,2019-09-24 05:24:30,50,2018,7,25,5,2.0
23063,34511984,2019-08-01 19:48:38,50,2018,6,1,1,2.0
23064,34511984,2019-08-04 22:37:55,150,2018,6,4,5,6.0
23065,34511984,2019-06-11 22:25:19,150,2018,4,11,1,6.0
23066,34511984,2019-06-16 02:57:11,150,2018,4,16,6,6.0
23067,34511984,2019-06-18 22:22:03,50,2018,4,18,3,2.0
23068,34511984,2019-06-18 22:23:47,50,2018,4,18,3,2.0
23069,34511984,2019-08-22 20:04:11,150,2018,6,22,2,6.0
23070,34511984,2019-08-25 04:49:21,50,2018,6,25,5,2.0
23071,34511984,2019-08-27 04:23:00,50,2018,6,27,6,2.0
23072,34511984,2019-03-09 00:53:07,150,2018,1,7,2,6.0
23073,34511984,2019-07-13 06:24:52,150,2018,5,13,5,6.0
23074,34511984,2019-07-14 01:06:43,50,2018,5,14,6,2.0
23075,34511984,2019-05-29 01:29:04,150,2018,3,29,2,6.0
23076,34511984,2019-03-22 01:59:51,150,2018,1,20,1,6.0
23077,34511984,2019-03-23 00:38:51,150,2018,1,21,4,6.0
23078,34511984,2019-08-14 06:17:37,50,2018,6,14,1,2.0
23079,34511984,2019-01-28 20:54:37,150,2017,11,28,3,6.0
23080,34511984,2019-08-21 02:05:06,150,2018,6,21,4,6.0
23081,34511984,2019-01-16 04:23:51,50,2017,11,16,1,2.0
23082,34511984,2019-05-10 03:52:13,150,2018,3,10,6,6.0
23083,34511984,2019-04-08 03:38:14,150,2018,2,6,1,6.0
23084,34511984,2019-04-10 01:57:22,150,2018,2,8,3,6.0
23085,34511984,2019-04-24 00:07:43,300,2018,2,22,4,12.0
23086,34511984,2019-05-10 03:52:13,150,2018,3,10,3,6.0
23095,18812576,2018-06-19 01:01:49,300,2017,4,19,1,12.0
23096,18812576,2018-06-19 01:10:03,500,2017,4,19,4,20.0
23097,18812576,2018-06-22 09:11:36,150,2017,4,22,2,6.0
23098,18812576,2018-06-25 15:15:25,150,2017,4,25,1,6.0
23099,18812576,2018-06-26 09:05:16,150,2017,4,26,1,6.0
23107,19082768,2019-10-19 05:31:25,500,2018,8,19,3,20.0
23158,8695056,2018-08-01 05:27:47,500,2017,6,1,1,20.0
23159,8695056,2018-08-30 06:46:07,500,2017,6,30,3,20.0
23160,8695056,2018-09-14 21:52:27,500,2017,7,15,6,20.0
23161,8695056,2018-09-30 06:23:33,500,2017,7,31,2,20.0
23162,8695056,2018-10-28 08:05:08,500,2017,8,28,2,20.0
23163,8695056,2018-11-18 00:30:22,500,2017,9,18,1,20.0
23164,8695056,2019-09-22 06:01:11,350,2018,7,23,1,14.0
23165,8695056,2019-07-14 07:52:36,500,2018,5,14,4,20.0
23167,8695056,2019-10-02 06:33:23,300,2018,8,2,4,12.0
23170,8695056,2019-08-19 07:06:09,500,2018,6,19,3,20.0
23171,8695056,2019-08-25 04:15:07,500,2018,6,25,6,20.0
23173,8695056,2019-05-28 07:30:16,500,2018,3,28,1,20.0
23174,8695056,2019-03-10 04:32:26,350,2018,1,8,4,14.0
23177,8695056,2019-07-07 01:08:44,500,2018,5,7,5,20.0
23178,8695056,2019-03-28 07:27:00,500,2018,1,26,5,20.0
23179,8695056,2018-07-13 23:27:40,350,2017,5,13,1,14.0
23180,8695056,2018-12-29 04:05:29,300,2017,10,29,6,12.0
23181,8695056,2019-01-06 03:35:03,150,2017,11,6,4,6.0
23183,8695056,2019-05-01 03:27:28,500,2018,3,1,2,20.0
23184,8695056,2019-04-13 05:49:24,500,2018,2,11,5,20.0
23185,8695056,2018-03-24 09:05:22,500,2017,1,22,3,20.0
23186,8695056,2018-03-29 07:45:59,500,2017,1,27,4,20.0
23187,8695056,2018-04-15 05:35:05,500,2017,2,13,1,20.0
23188,8695056,2018-04-29 07:51:58,500,2017,2,27,2,20.0
23198,19635280,2019-06-02 02:37:24,500,2018,4,2,6,20.0
23199,19635280,2019-08-21 00:04:31,500,2018,6,21,4,20.0
23201,19635280,2019-10-10 04:24:38,500,2018,8,10,6,20.0
23202,31742784,2018-12-17 05:19:55,150,2017,10,17,3,6.0
23203,31742784,2019-10-06 00:57:14,500,2018,8,6,4,20.0
23204,45330305,2018-08-06 10:06:19,300,2017,6,6,1,12.0
23205,45330305,2018-09-17 07:17:13,350,2017,7,18,3,14.0
23206,45330305,2018-11-23 17:09:04,350,2017,9,23,1,14.0
23207,45330305,2018-05-22 06:01:29,300,2017,3,22,5,12.0
23208,45330305,2018-06-18 22:37:03,300,2017,4,18,6,12.0
23209,45330305,2019-01-02 18:59:20,350,2017,11,2,2,14.0
23210,45330305,2019-06-19 18:29:34,350,2018,4,19,5,14.0
23211,45330305,2019-08-21 01:10:05,350,2018,6,21,5,14.0
23212,45330305,2019-04-25 07:46:33,350,2018,2,23,3,14.0
23213,45330305,2019-10-08 20:25:44,350,2018,8,8,2,14.0
23214,45330305,2019-10-17 16:32:20,350,2018,8,17,1,14.0
23216,45359101,2018-04-07 08:36:56,500,2017,2,5,5,20.0
23217,45359101,2018-06-22 01:15:08,150,2017,4,22,5,6.0
23222,45418155,2019-02-04 01:33:09,300,2017,12,5,5,12.0
23225,45418155,2019-01-25 04:06:09,500,2017,11,25,1,20.0
23227,45418155,2019-01-27 00:44:18,400,2017,11,27,2,16.0
23230,45418155,2019-01-21 01:23:08,450,2017,11,21,5,18.0
23231,45418155,2019-01-22 04:43:44,500,2017,11,22,2,20.0
23232,45418155,2019-01-23 00:46:00,500,2017,11,23,1,20.0
23234,45418155,2019-01-24 04:15:34,500,2017,11,24,2,20.0
23235,45418155,2019-01-24 16:02:51,500,2017,11,24,6,20.0
23239,45418155,2019-01-19 02:49:18,500,2017,11,19,5,20.0
23240,45418155,2019-01-20 02:48:25,500,2017,11,20,3,20.0
23241,45418155,2019-01-20 21:47:26,500,2017,11,20,4,20.0
23245,45418155,2019-01-15 05:57:29,500,2017,11,15,3,20.0
23247,45418155,2019-01-16 02:56:33,500,2017,11,16,5,20.0
23252,45418155,2019-02-22 13:40:07,500,2017,12,23,1,20.0
23253,45418155,2019-03-04 23:17:30,500,2018,1,2,3,20.0
23254,45418155,2018-11-27 02:26:59,500,2017,9,27,6,20.0
23257,45418155,2018-11-27 07:03:49,150,2017,9,27,6,6.0
23258,45418155,2018-11-27 20:08:47,500,2017,9,27,1,20.0
23259,45418155,2018-11-30 18:46:28,300,2017,9,30,5,12.0
23260,45418155,2018-11-15 06:52:13,400,2017,9,15,4,16.0
23261,45418155,2018-11-19 10:34:38,150,2017,9,19,1,6.0
23262,45418155,2018-11-22 21:59:22,500,2017,9,22,1,20.0
23263,45418155,2018-11-22 22:00:18,50,2017,9,22,4,2.0
23265,45418155,2018-11-25 00:45:47,300,2017,9,25,1,12.0
23388,8901856,2018-07-27 04:00:53,50,2017,5,27,2,2.0
23389,8901856,2018-08-16 03:56:17,50,2017,6,16,2,2.0
23390,8901856,2018-09-06 03:59:07,50,2017,7,7,2,2.0
23391,8901856,2018-06-13 14:43:12,50,2017,4,13,3,2.0
23392,8901856,2018-06-14 20:25:20,300,2017,4,14,3,12.0
23393,8901856,2018-06-17 13:14:33,50,2017,4,17,4,2.0
23395,8901856,2019-09-19 05:02:40,500,2018,7,20,2,20.0
23396,8901856,2019-10-25 03:13:21,150,2018,8,25,4,6.0
23404,8901856,2019-11-06 01:49:43,500,2018,9,6,4,20.0
23405,8901856,2019-08-07 04:12:21,300,2018,6,7,1,12.0
23406,8901856,2019-11-17 06:00:15,150,2018,9,17,1,6.0
23407,8901856,2019-11-17 06:00:59,50,2018,9,17,1,2.0
23412,8901856,2019-08-14 04:12:56,350,2018,6,14,2,14.0
23413,8901856,2019-07-28 13:13:39,150,2018,5,28,3,6.0
23416,8901856,2019-05-09 02:55:53,50,2018,3,9,6,2.0
23417,8901856,2019-05-09 02:56:51,50,2018,3,9,5,2.0
23420,8901856,2019-05-14 05:23:27,450,2018,3,14,6,18.0
23421,8901856,2018-06-27 03:54:55,50,2017,4,27,4,2.0
23423,8901856,2018-07-13 13:10:46,300,2017,5,13,6,12.0
23424,8901856,2019-05-09 02:55:53,50,2018,3,9,3,2.0
23425,8901856,2019-05-09 02:56:51,50,2018,3,9,1,2.0
23429,34426784,2019-02-04 05:24:04,50,2017,12,5,2,2.0
23430,34426784,2019-02-05 06:06:50,150,2017,12,6,2,6.0
23432,34426784,2019-02-09 01:20:13,150,2017,12,10,6,6.0
23435,34426784,2019-07-20 00:25:27,300,2018,5,20,1,12.0
23436,34426784,2019-07-27 00:42:51,500,2018,5,27,4,20.0
23437,34426784,2019-10-18 20:22:03,150,2018,8,18,6,6.0
23438,34426784,2019-09-18 00:18:04,500,2018,7,19,3,20.0
23439,34426784,2019-09-20 02:26:02,150,2018,7,21,6,6.0
23440,34426784,2019-04-28 01:30:13,400,2018,2,26,2,16.0
23441,34426784,2019-09-04 03:24:59,500,2018,7,5,1,20.0
23442,34426784,2019-09-09 02:16:11,500,2018,7,10,6,20.0
23444,34426784,2019-01-31 05:54:23,150,2017,12,1,6,6.0
23445,34426784,2019-02-03 04:59:01,500,2017,12,4,2,20.0
23446,34426784,2019-02-03 05:07:38,150,2017,12,4,5,6.0
23447,34426784,2019-08-22 02:05:23,500,2018,6,22,6,20.0
23448,34426784,2019-08-30 04:48:36,500,2018,6,30,1,20.0
23451,34426784,2019-09-24 00:05:51,300,2018,7,25,5,12.0
23452,34426784,2019-08-01 07:24:04,500,2018,6,1,2,20.0
23453,34426784,2019-01-27 05:13:36,300,2017,11,27,1,12.0
23454,34426784,2019-01-30 07:05:49,500,2017,11,30,6,20.0
23455,34426784,2019-01-31 00:46:39,500,2017,12,1,2,20.0
23457,34426784,2019-06-20 07:31:23,500,2018,4,20,2,20.0
23458,34426784,2019-06-21 18:35:39,300,2018,4,21,4,12.0
23459,34426784,2019-06-29 04:07:44,350,2018,4,29,4,14.0
23463,34426784,2019-08-12 06:41:30,350,2018,6,12,6,14.0
23465,34426784,2019-03-14 02:51:07,450,2018,1,12,6,18.0
23466,34426784,2019-03-14 02:58:42,150,2018,1,12,4,6.0
23467,34426784,2019-07-14 04:57:17,150,2018,5,14,2,6.0
23469,34426784,2019-05-26 06:42:12,300,2018,3,26,4,12.0
23470,34426784,2019-06-04 22:32:19,300,2018,4,4,2,12.0
23473,34426784,2019-03-21 23:32:31,350,2018,1,19,3,14.0
23474,34426784,2019-05-06 04:07:26,150,2018,3,6,4,6.0
23475,34426784,2019-04-05 03:21:49,400,2018,2,3,4,16.0
23477,34426784,2019-04-10 04:42:21,400,2018,2,8,6,16.0
23480,34426784,2019-02-12 03:41:10,150,2017,12,13,5,6.0
23481,34426784,2019-01-11 06:37:55,500,2017,11,11,5,20.0
23482,34426784,2019-01-11 06:42:21,150,2017,11,11,4,6.0
23484,34426784,2019-05-06 04:07:26,150,2018,3,6,6,6.0
23486,34490656,2018-07-30 23:52:38,500,2017,5,30,1,20.0
23487,34490656,2018-10-18 06:38:52,400,2017,8,18,5,16.0
23488,34490656,2018-10-18 06:41:03,400,2017,8,18,3,16.0
23489,34490656,2018-03-21 05:34:34,500,2017,1,19,3,20.0
23491,34490656,2018-12-02 06:31:18,500,2017,10,2,3,20.0
23492,34490656,2019-07-30 07:40:17,750,2018,5,30,5,30.0
23498,34490656,2019-10-03 06:07:01,500,2018,8,3,5,20.0
23499,34490656,2019-07-09 23:31:22,400,2018,5,9,6,16.0
23500,34490656,2018-04-09 02:34:25,500,2017,2,7,6,20.0
23501,34490656,2018-05-06 05:48:59,500,2017,3,6,4,20.0
23504,34490656,2018-12-27 21:59:15,300,2017,10,27,4,12.0
23511,45288350,2018-11-07 06:41:29,500,2017,9,7,3,20.0
23526,45288350,2018-12-19 03:28:02,300,2017,10,19,4,12.0
23545,45288350,2018-11-26 03:21:43,500,2017,9,26,2,20.0
23546,45288350,2018-12-25 03:38:28,500,2017,10,25,4,20.0
23550,45288350,2019-01-14 04:34:37,500,2017,11,14,4,20.0
23552,45288350,2018-06-24 08:09:01,500,2017,4,24,1,20.0
23553,45288350,2018-06-26 06:59:11,500,2017,4,26,3,20.0
23560,45288350,2018-12-05 03:18:51,500,2017,10,5,2,20.0
23561,45288350,2018-05-23 17:03:22,50,2017,3,23,2,2.0
23566,45288350,2018-10-05 03:08:21,500,2017,8,5,4,20.0
23574,45288350,2018-09-07 20:46:49,400,2017,7,8,4,16.0
23577,45288350,2018-08-14 03:20:08,500,2017,6,14,6,20.0
23585,44010800,2019-06-03 03:03:15,400,2018,4,3,3,16.0
23588,44010800,2019-08-07 04:07:20,500,2018,6,7,4,20.0
23593,44010800,2019-07-22 01:51:53,500,2018,5,22,6,20.0
23610,14876240,2018-06-20 07:12:31,500,2017,4,20,2,20.0
23704,15264640,2018-09-23 02:25:07,500,2017,7,24,2,20.0
23705,15264640,2018-11-23 06:39:49,500,2017,9,23,3,20.0
23712,15264640,2019-11-05 23:59:44,500,2018,9,5,1,20.0
23713,15264640,2019-11-08 21:59:48,500,2018,9,8,5,20.0
23714,15264640,2019-09-20 21:25:38,450,2018,7,21,3,18.0
23717,15264640,2018-03-19 06:06:02,500,2017,1,17,1,20.0
23722,32292144,2018-09-29 22:09:35,300,2017,7,30,1,12.0
23727,32292144,2018-11-04 04:12:35,300,2017,9,4,2,12.0
23728,32292144,2018-11-05 03:24:42,450,2017,9,5,1,18.0
23732,32292144,2019-04-16 03:17:16,300,2018,2,14,1,12.0
23733,32292144,2019-10-02 07:36:54,150,2018,8,2,4,6.0
23734,32292144,2019-10-02 07:39:17,300,2018,8,2,6,12.0
23739,32292144,2019-03-17 05:03:22,500,2018,1,15,5,20.0
23740,32292144,2019-04-09 00:11:13,500,2018,2,7,6,20.0
23741,32292144,2019-04-10 22:49:55,500,2018,2,8,1,20.0
23742,32292144,2019-08-26 04:50:40,350,2018,6,26,2,14.0
23744,32292144,2019-10-02 07:35:38,50,2018,8,2,3,2.0
23745,32292144,2018-04-17 06:59:23,500,2017,2,15,1,20.0
23746,32292144,2018-04-20 00:40:10,450,2017,2,18,2,18.0
23747,32292144,2018-04-20 00:41:10,400,2017,2,18,5,16.0
23748,32292144,2018-04-28 06:32:03,500,2017,2,26,1,20.0
23749,32292144,2018-07-15 06:44:35,50,2017,5,15,1,2.0
23750,32292144,2019-03-14 05:16:48,500,2018,1,12,5,20.0
23752,32292144,2018-04-04 09:39:19,500,2017,2,2,3,20.0
23754,32292144,2018-04-10 07:21:18,150,2017,2,8,6,6.0
23755,32292144,2018-04-10 07:22:48,150,2017,2,8,6,6.0
23756,32292144,2018-04-17 06:58:42,500,2017,2,15,3,20.0
23759,32292144,2018-11-27 09:01:36,300,2017,9,27,3,12.0
23760,32292144,2018-11-27 09:02:19,300,2017,9,27,5,12.0
23761,32292144,2018-04-03 07:06:30,500,2017,2,1,5,20.0
23768,32292144,2018-10-23 04:36:23,500,2017,8,23,1,20.0
23769,32292144,2018-10-04 07:09:46,500,2017,8,4,1,20.0
23770,32292144,2018-10-09 22:35:27,150,2017,8,9,1,6.0
23771,32292144,2018-10-09 23:00:13,150,2017,8,9,5,6.0
23772,32292144,2018-10-18 09:47:45,300,2017,8,18,3,12.0
23773,32292144,2018-10-18 09:48:16,300,2017,8,18,3,12.0
23775,45156371,2018-08-28 01:56:44,50,2017,6,28,2,2.0
23776,45156371,2018-08-30 19:31:22,150,2017,6,30,1,6.0
23778,45156371,2018-10-13 00:07:09,450,2017,8,13,2,18.0
23779,45156371,2018-06-16 19:58:41,350,2017,4,16,2,14.0
23780,45156371,2019-03-08 14:54:49,450,2018,1,6,3,18.0
23781,45156371,2019-08-15 11:29:28,150,2018,6,15,2,6.0
23782,45156371,2019-11-05 23:42:54,450,2018,9,5,2,18.0
23783,45285270,2018-09-05 10:37:35,500,2017,7,6,5,20.0
23784,45285270,2018-10-11 18:08:56,350,2017,8,11,2,14.0
23787,45285270,2019-02-27 12:20:30,500,2017,12,28,4,20.0
23790,45285270,2018-03-18 01:57:57,500,2017,1,16,3,20.0
23794,45302200,2018-10-25 00:20:27,50,2017,8,25,6,2.0
23795,45302200,2018-11-15 23:49:28,50,2017,9,15,5,2.0
23796,45302200,2018-11-17 20:51:45,50,2017,9,17,5,2.0
23797,45302200,2019-05-31 22:45:30,150,2018,3,31,6,6.0
23798,45302200,2019-08-24 00:31:49,300,2018,6,24,5,12.0
23799,45302200,2019-08-24 00:36:56,350,2018,6,24,6,14.0
23800,45302200,2019-11-02 08:00:56,150,2018,9,2,5,6.0
23801,45302200,2019-11-02 08:17:48,150,2018,9,2,5,6.0
23802,45302200,2019-11-10 07:58:17,150,2018,9,10,1,6.0
23803,45302200,2019-11-15 09:38:41,150,2018,9,15,5,6.0
23804,45302200,2019-09-21 07:44:33,50,2018,7,22,6,2.0
23806,45304825,2018-08-26 07:50:05,350,2017,6,26,5,14.0
23807,45304825,2018-09-10 02:45:50,150,2017,7,11,1,6.0
23811,45304825,2019-10-12 10:50:38,150,2018,8,12,5,6.0
23812,45304825,2019-10-03 06:01:52,150,2018,8,3,5,6.0
23813,45304825,2019-11-04 04:50:18,300,2018,9,4,4,12.0
23814,45304825,2019-11-06 18:46:55,150,2018,9,6,2,6.0
23815,45304825,2018-07-11 05:42:06,300,2017,5,11,4,12.0
23816,45304825,2019-10-04 00:03:21,150,2018,8,4,5,6.0
23817,45304825,2019-10-17 04:09:40,150,2018,8,17,5,6.0
23818,45304825,2019-05-25 22:41:29,450,2018,3,25,4,18.0
23819,45304825,2019-03-30 03:42:37,150,2018,1,28,4,6.0
23820,45304825,2019-08-14 01:44:52,150,2018,6,14,6,6.0
23821,45304825,2019-06-18 01:04:02,50,2018,4,18,3,2.0
23822,45304825,2019-06-18 01:04:59,50,2018,4,18,6,2.0
23823,45304825,2019-10-02 07:21:38,150,2018,8,2,4,6.0
23826,45321553,2018-03-31 06:24:55,500,2017,1,29,2,20.0
23834,45321553,2019-05-26 02:47:02,500,2018,3,26,6,20.0
23838,45321553,2019-10-19 08:09:28,500,2018,8,19,4,20.0
23839,45327226,2018-08-03 05:45:05,150,2017,6,3,4,6.0
23841,45327226,2018-08-11 01:47:06,150,2017,6,11,3,6.0
23842,45327226,2018-08-16 21:06:39,150,2017,6,16,6,6.0
23843,45327226,2018-08-25 21:38:09,150,2017,6,25,4,6.0
23844,45327226,2018-09-01 22:36:34,150,2017,7,2,1,6.0
23845,45327226,2019-10-15 19:41:30,400,2018,8,15,5,16.0
23846,45327226,2019-07-15 18:57:17,350,2018,5,15,4,14.0
23847,45327226,2019-07-19 04:23:52,150,2018,5,19,1,6.0
23848,45327226,2019-04-13 01:42:46,150,2018,2,11,4,6.0
23849,45327226,2019-04-17 01:38:12,300,2018,2,15,6,12.0
23850,45327226,2019-09-18 00:51:44,150,2018,7,19,4,6.0
23851,45327226,2019-09-05 20:22:29,450,2018,7,6,4,18.0
23852,45327226,2018-11-03 23:12:21,50,2017,9,3,3,2.0
23853,45327226,2018-11-05 16:46:46,500,2017,9,5,2,20.0
23854,45327226,2019-11-10 17:59:25,150,2018,9,10,6,6.0
23855,45327226,2019-08-09 19:53:10,150,2018,6,9,6,6.0
23856,45327226,2019-11-20 02:13:27,150,2018,9,20,6,6.0
23857,45327226,2019-10-09 01:29:47,350,2018,8,9,2,14.0
23858,45327226,2019-06-22 21:46:32,150,2018,4,22,6,6.0
23859,45327226,2019-06-30 00:47:00,50,2018,4,30,2,2.0
23860,45327226,2019-07-04 21:52:18,150,2018,5,4,2,6.0
23861,43582336,2019-11-28 03:31:32,150,2018,9,28,6,6.0
23862,43582336,2019-09-14 03:51:59,150,2018,7,15,1,6.0
23863,43582336,2019-09-10 03:47:16,150,2018,7,11,5,6.0
23864,43582336,2019-10-13 00:16:21,150,2018,8,13,2,6.0
23865,43582592,2019-08-16 04:59:12,150,2018,6,16,1,6.0
23866,43582592,2019-10-13 01:57:38,150,2018,8,13,6,6.0
23868,44007632,2018-10-06 03:14:02,500,2017,8,6,2,20.0
